Jogo: Terraria | 🏆 Troféu: Timber!! | 📝 Como platinar: Chop down your first tree.
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Não é um Grande Problema | 📝 Como platinar: Complete 3 entregas consecutivas de cargas de grandes dimensões sem danos (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Gigante | 📝 Como platinar: Conclua uma entrega de Silo Gigante (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Irmãozão | 📝 Como platinar: Conclua uma entrega de Chassi de Caminhão de Mineração (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Não é uma Canoa | 📝 Como platinar: Conclua uma entrega de Barco Rebocador (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Mass-to-donte | 📝 Como platinar: Entregue no mínimo 195 toneladas de cargas de grandes dimensões em apenas 3 entregas consecutivas (requer a DLC Special Transport)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Turista do Báltico | 📝 Como platinar: Descubra pelo menos 20 cidades da DLC Baltic Sea (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: A Grande Viagem | 📝 Como platinar: Complete entregas excelentes entre os seguintes países: Rússia - Lituânia; Lituânia - Letônia; Letônia - Estônia; Estônia - Rússia; Rússia - Finlândia. Qualquer ordem ou direção conta (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Trânsito no Exclave | 📝 Como platinar: Complete 5 entregas de Kaliningrado para qualquer outra cidade da Rússia (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Selva de Concreto | 📝 Como platinar: Complete 10 entregas partindo das usinas de concreto (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Padrão Industrial | 📝 Como platinar: Faça 2 entregas para fábricas de locomotivas, móveis e papel (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Que nem um Fazendeiro | 📝 Como platinar: Entregue cargas para pelo menos 4 fazendas na DLC Baltic Sea (requer a DLC Beyond the Baltic Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Rodando pela Ilha Azul | 📝 Como platinar: Descubra pelo menos 2 cidades da Sardenha (requer a DLC Italia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Por Todos os Cantos da Ilha da Beleza | 📝 Como platinar: Descubra pelo menos 4 cidades da Córsega (requer a DLC Vive la France !)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Explorador dos Bálcãs | 📝 Como platinar: Descubra pelo menos 20 cidades da DLC Black Sea (requer a DLC Road to the Black Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Guarda | 📝 Como platinar: Visite pelo menos 4 passagens de fronteira entre a Romênia, Bulgária e Turquia (requer a DLC Road to the Black Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Barqueiro | 📝 Como platinar: Use uma balsa fluvial (requer a DLC Road to the Black Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Pegando a Rota Panorâmica | 📝 Como platinar: Visite os seguintes pontos turísticos e locais: Portões de Ferro, Castelo de Bran (Romênia), Praia de Pomorie, Muro dos Heróis em Varna (Bulgária), Lago Küçükçekmece em Istambul (Turquia) (requer a DLC Road to the Black Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Deleite Turco | 📝 Como platinar: Complete 3 entregas a partir de Istambul com no mínimo 2,500 km de distância (requer as DLCs Road to the Black Sea e Going East!)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Pela orla do Mar Negro | 📝 Como platinar: Realize entregas excelentes entre estas cidades costeiras: Istambul-Burgas, Burgas-Varna, Varna-Mangalia, Mangalia-Constanța. Qualquer ordem ou direção conta (requer a DLC Road to the Black Sea)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Expresso do Oriente | 📝 Como platinar: Complete entregas entre as cidades a seguir, nesta ordem e direção: Paris-Estrasburgo, Estrasburgo-Munique, Munique-Viena, Viena-Budapeste, Budapeste-Bucareste, Bucareste-Istambul (requer as DLCs Road to the Black Sea e Going East!)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Conquistador | 📝 Como platinar: Descubra pelo menos 30 cidades na Ibéria (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Vamos Embarcar | 📝 Como platinar: Entregue carga em pelo menos 4 portos de contêineres na Ibéria (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Prove o Sol | 📝 Como platinar: Entregue carga ADR em pelo menos 2 plantas de energia solar na Ibéria (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Construtor de Frotas | 📝 Como platinar: Entregue carga em pelo menos 3 estaleiros na Ibéria (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Peregrinação Ibérica | 📝 Como platinar: Entregue cargas em A Coruña partindo de Lisboa, Sevilha e Pamplona (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: O Grande Guia Turístico | 📝 Como platinar: Veja pelos menos 12 cenas das vistas panorâmicas da Ibérica (requer a DLC Iberia)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Desafio de Estacionamento | 📝 Como platinar: Complete 20 entregas escolhendo a opção de entrega que requer manobrar o reboque de ré
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: As Rotas do Adriático | 📝 Como platinar: Descubra pelo menos 20 cidades no West Balkans (requer a DLC West Balkans)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Grande Aventureiro | 📝 Como platinar: Veja pelos menos 8 cenas das vistas panorâmicas do West Balkans (requer a DLC West Balkans)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Viajando pelas Serpentinas | 📝 Como platinar: Complete uma entrega perfeita (sem danos, sem multas, sem atrasos) entre Pristina e Bijelo Polje (requer a DLC West Balkans)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Férias no Litoral | 📝 Como platinar: Complete 3 entregas ao longo do litoral nessa ordem: Rijeka - Zadar - Split - Nikšić (requer a DLC West Balkans)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Montando o Acampamento | 📝 Como platinar: Entregue as seguintes cargas de empresas nos Bálcãs Ocidentais para completar uma cadeia de produção nesta ordem: Minério, Lingotes de Alumínio, Fiação Elétrica, Eletrônicos, Motorhomes (requer a DLC West Balkans)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Coloque a Bola para Rolar | 📝 Como platinar: Complete o primeiro cenário do primeiro capítulo de Noções Básicas de Direção de Caminhão. (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Motorista Profissional | 📝 Como platinar: Complete pelo menos 6 cenários no quarto capítulo de Noções Básicas de Direção de Caminhão utilizando apenas a câmera interna (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Aluno Dedicado | 📝 Como platinar: Complete pelo menos 28 cenários em Noções Básicas de Direção de Caminhão, incluindo os exames finais (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Acertando de Primeira | 📝 Como platinar: Complete qualquer cenário no quarto capítulo de Noções Básicas de Direção de Caminhão em uma única tentativa, sem fazer correções dirigindo para frente (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Mudando de Marchas com Precisão | 📝 Como platinar: Complete 20 cenários nos capítulos dois, três ou quatro utilizando a transmissão manual em Noções Básicas de Direção de Caminhão (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Fracasso Não é uma Opção | 📝 Como platinar: Complete 5 cenários em sequência sem falhar nos capítulos três ou quatro de Noções Básicas de Direção de Caminhão (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Viajante Odisseico | 📝 Como platinar: Descubra pelo menos 12 cidades na Grécia (requer a DLC Greece)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Paisagens e Lendas | 📝 Como platinar: Veja pelos menos 8 cenas das vistas panorâmicas na Grécia (requer a DLC Greece)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Tudo Incluso | 📝 Como platinar: Entregue cargas em pelo menos 4 hotéis únicos na Grécia (requer a DLC Greece)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Presente de Atena | 📝 Como platinar: Entregue azeitonas ou azeite de oliva da Fazenda de Azeitonas Eliarchos para 5 cidades diferentes na Grécia (requer a DLC Greece)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Digno de Templo | 📝 Como platinar: Entregue 3 Blocos de Mármore e 3 Lajes de Mármore intactas da Pedreira Rock Eater na Grécia (requer a DLC Greece)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Aluno avançado | 📝 Como platinar: Complete as condições de aprovação em pelo menos 23 cenários na proficiência na condução de caminhões (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Nerd da estrada | 📝 Como platinar: Obtenha 3 estrelas em pelo menos 15 cenários nos testes de proficiência na condução de caminhões (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Estrela Brilhante | 📝 Como platinar: Obtenha 3 estrelas em 3 cenários seguidos no modo proficiência na condução de caminhões (Driving Academy)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Explorador Polar | 📝 Como platinar: Descubra pelo menos 20 cidades no Nordic Horizons (requer a DLC Nordic Horizons)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Mistérios do Norte | 📝 Como platinar: Veja pelos menos 12 cenas das vistas panorâmicas nas regiões do Nordic Horizons (requer a DLC Nordic Horizons)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: A Corrida do Salmão | 📝 Como platinar: Entregue 2 cargas de Filé de Salmão da cidade de Tromsø ou Alta para 2 países diferentes (requer a DLC Nordic Horizons)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Acima do Círculo Polar Ártico | 📝 Como platinar: Realize excelentes entregas nesta ordem e direção: Ivalo - Kiruna - Svolvær (requer a DLC Nordic Horizons)
Jogo: Euro Truck Simulator 2 | 🏆 Troféu: Problema em dobro | 📝 Como platinar: Complete pelo menos 12 cenários em manobras de reboque duplo (Driving Academy)
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Mergulho no inferno | 📝 Como platinar: Conclua uma missão no nível de dificuldade "Extremo" ou acima sem baixas.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Segura a principal que eu vou entrar! | 📝 Como platinar: Conclua uma missão no nível de dificuldade "Difícil" ou acima sem ninguém usar as armas principais ou de apoio.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Em 360 segundos! | 📝 Como platinar: Conclua uma missão relâmpago no nível de dificuldade "Extremo" e faça uma extração em menos de 6 minutos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Geral extraindo! | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Solução criativa! | 📝 Como platinar: Mate um Atropelador com um pod de reabastecimento.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Amostras são as melhores amigas de um Helldiver | 📝 Como platinar: Faça uma extração com a sua equipe totalizando 15 amostras raras em uma missão.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Fazendo a sua parte | 📝 Como platinar: Conclua pelo menos 100 missões.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: É o único jeito de ter certeza... | 📝 Como platinar: Acumule 6 estratégias de barragem orbital no mesmo lugar ao mesmo tempo.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Pelo bem maior! | 📝 Como platinar: Mate 5.000 inimigos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Mate com fogo! | 📝 Como platinar: Mate 100 inimigos usando dano por fogo em uma mesma missão.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Toma! | 📝 Como platinar: Faça pelo menos 150 disparos em uma rajada matando pelo menos 10 inimigos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: O que não mata... | 📝 Como platinar: Tenha ferimentos em todos os membros ao mesmo tempo.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: O poder da Democracia | 📝 Como platinar: Elimine 25 inimigos com uma estratégia.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Totalmente operacional | 📝 Como platinar: Alcance o nível máximo em um módulo da nave.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Manda ver! | 📝 Como platinar: Melhore todos os módulos da nave em pelo menos 1 nível.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Nada é maior que a Liberdade | 📝 Como platinar: Derrote um Hulk.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Quanto mais alto... | 📝 Como platinar: Derrote um Titã Ácido.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Se não for para fazer bonito, eu nem faço | 📝 Como platinar: Conclua 10 objetivos táticos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Tudo bem, foi empate | 📝 Como platinar: Dispare contra ambos os braços de um Hulk e faça uma extração com ele ainda vivo.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Quem é legal não olh... AAAAH! | 📝 Como platinar: Voe por pelo menos 25 metros como resultado de uma explosão.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Batata quente! | 📝 Como platinar: Arremesse uma granada ativada de volta.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Sucateiro de robô | 📝 Como platinar: Jogue 1 missão dos Robôs.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Esmagador de inseto | 📝 Como platinar: Jogue 1 missão dos Insetos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Extraindo no interior | 📝 Como platinar: Jogue uma missão de defesa planetária.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Patriota | 📝 Como platinar: Jogue pelo menos 50 missões.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Se beber, não liberte! | 📝 Como platinar: Caia feito um saco de batatas ao usar um propulsor.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Coma isso! | 📝 Como platinar: Elimine um guerreiro Inseto usando uma espingarda em até 1 metro de distância.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: A Democracia não acabou com você | 📝 Como platinar: Cure outro jogador por meio de estimulantes.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Promova sinergia | 📝 Como platinar: Ofereça uma recarga assistida a um colega de equipe.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Um jovem bem-apessoado | 📝 Como platinar: Personalize seu Helldiver com capa, armadura e capacete novos.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Bem na hora | 📝 Como platinar: Faça uma extração após o temporizador chegar a zero.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: É hora da verdade | 📝 Como platinar: Conclua o treinamento básico.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: O braço longo da Justiça | 📝 Como platinar: Elimine um alvo a uma distância superior a 100 m.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Perseguir é ilegal | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Missão cumprida! | 📝 Como platinar: Conquista Secreta / Sem descrição
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Ciência em números | 📝 Como platinar: Faça uma extração com pelo menos 15 amostras comuns.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Eles costumam aparecer de noite... | 📝 Como platinar: Faça uma extração em uma missão à noite.
Jogo: HELLDIVERS™ 2 | 🏆 Troféu: Espalhando a Democracia Gerenciada | 📝 Como platinar: Elimine 150 inimigos em uma mesma missão.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Contra tudo e todos | 📝 Como platinar: Derrotar uma força com 500 soldados a mais que a sua.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Luz da minha vida | 📝 Como platinar: Ter um primogênito.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Suserano | 📝 Como platinar: Montar o Estandarte do Dragão de Calrádia.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Prato que se come frio | 📝 Como platinar: Executar um senhor que matou um membro do seu clã.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Açougueiro de Calrádia | 📝 Como platinar: Matar 10.000 outros adversários em modo de capitão com suas tropas.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Manteiga derretida | 📝 Como platinar: Ter 100 unidades de manteiga no seu inventário.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Pedra no sapato | 📝 Como platinar: Matar um jogador inimigo usando um pedregulho.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Ídolo das multidões | 📝 Como platinar: Vencer 100 torneios.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Na mosca | 📝 Como platinar: Acertar um tiro na cabeça a 200 metros de distância.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Comandante esmaga | 📝 Como platinar: Derrotar 10.000 inimigos.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Duelista | 📝 Como platinar: Derrotar Radagos num duelo.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Dinastia | 📝 Como platinar: Alcancar a Categoria 6 do clã.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Empreendedor | 📝 Como platinar: Ter uma oficina e uma caravana ao mesmo tempo.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Explorador | 📝 Como platinar: Visitar todos os povoamentos do mundo em uma campanha.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Engordando a carteira | 📝 Como platinar: Obter um lucro de 1 milhão de denários no comércio.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Liberdade! | 📝 Como platinar: Vencer como bárbaro.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Deus da arena | 📝 Como platinar: Tornar-se líder do placar do torneio.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: A bença | 📝 Como platinar: Tornar-se avô ou avó.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Perdendo a cabeça | 📝 Como platinar: Matar 100 jogadores inimigos com tiros na cabeça usando armas de longo alcance no multijogador.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Arrasa-corações | 📝 Como platinar: Casar-se com o viúvo ou viúva de um senhor ou senhora que você executou pessoalmente.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Destruidor da horda | 📝 Como platinar: Derrotar um exército apenas com seu grupo.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Eu consigo | 📝 Como platinar: Capturar uma cidade por conta própria.
Jogo: Mount & Blade II: Bannerlord | 🏆 Troféu: Cuspo no seu túmulo | 📝 Como platinar: Executar um senhor com quem você tem -100 de relacionamento.
